"NR_all_97662.1","9LUV|1|D","9LUV|1|D,9LUV|1|C"
"NR_all_12763.33","7QI4|1|A","7QI4|1|A,8RRI|1|A,7QI5|1|A,7OF0|1|A,8ANY|1|A,8K2A|1|L1,7OF6|1|A,7OF7|1|A,7OF4|1|A,7OF2|1|A,7QI6|1|A,7OF3|1|A,9CN3|1|A,7OF5|1|A,8OIT|1|B8,9UWH|1|A,8XT0|1|L1,8XT1|1|L1,8XT3|1|L1,8XT2|1|L1,8OIR|1|B8,8QSJ|1|A,7ODS|1|A,7ODT|1|A,7PO4|1|A,7L20|1|A,7QH7|1|A,6ZSC|1|XA,8K2B|1|L1,7OIE|1|A,7OIA|1|A,6ZSD|1|XA,7A5I|1|A3,7OID|1|A,7L08|1|A,7OI8|1|A,7OG4|1|XA,8PK0|1|A,7OIB|1|A,6ZSG|1|XA,6ZSA|1|XA,7QH6|1|A,6ZS9|1|XA,6VMI|1|A,6VLZ|1|A,3J7Y|1|A,7OI9|1|A,3J9M|1|A,8QU1|1|A,6I9R|1|A,7OI7|1|A,6ZSB|1|XA,5OOL|1|A,6NU2|1|A,7A5G|1|A3,7A5F|1|A3,5OOM|1|A,6ZSE|1|XA,6NU3|1|A,7OI6|1|A,8QU5|1|A,6ZM6|1|A,6ZM5|1|A,7ODR|1|A,7O9M|1|A,7O9K|1|A,7OIC|1|A,7A5J|1|A,7A5H|1|A,7A5K|1|A3,7PD3|1|A"
"NR_all_67761.3","8EPK|1|F","8EPK|1|F,8EPK|1|E"
"NR_all_10891.1","7WB1|1|D+7WB1|1|B+7WB1|1|C","7WB1|1|D+7WB1|1|B+7WB1|1|C"
"NR_all_78541.4","9AXU|1|2+9AXU|1|4","9AXU|1|2+9AXU|1|4,8EUG|1|1+8EUG|1|2,8EUI|1|1+8EUI|1|2,9AXV|1|B2+9AXV|1|B4,9AXT|1|B2+9AXT|1|B4,8ESQ|1|1+8ESQ|1|2,8ESR|1|1+8ESR|1|2,8EUY|1|1+8EUY|1|2,8EV3|1|1+8EV3|1|2,8ETJ|1|1+8ETJ|1|2,8ETH|1|1+8ETH|1|2,8EUP|1|1+8EUP|1|2,8ETC|1|1+8ETC|1|2,8ETG|1|1+8ETG|1|2,8ETI|1|1+8ETI|1|2"
"NR_all_02305.1","1ZZN|1|D","1ZZN|1|D"
"NR_all_70203.3","216D|1|A","216D|1|A,217D|1|A"
"NR_all_51344.1","21CC|1|A","21CC|1|A"
"NR_all_96796.1","21WE|1|B","21WE|1|B"
"NR_all_66424.1","7WKP|1|B","7WKP|1|B"
"NR_all_09770.1","246D|1|A+246D|1|B","246D|1|A+246D|1|B"
"NR_all_07107.1","7WNU|1|C","7WNU|1|C"
"NR_all_49362.5","280D|1|A+280D|1|B","280D|1|A+280D|1|B,280D|1|C+280D|1|D"
"NR_all_59140.2","7WV3|1|E+7WV3|1|F","7WV3|1|E+7WV3|1|F,7WV4|1|E+7WV4|1|F"
"NR_all_36371.1","283D|1|A","283D|1|A"
"NR_all_01712.2","7WVE|1|E+7WVE|1|F","7WVE|1|E+7WVE|1|F,7WV5|1|E+7WV5|1|F,7WVF|1|E+7WVF|1|F,7WVJ|1|E+7WVJ|1|F"
"NR_all_76981.1","7WWU|1|M","7WWU|1|M"
"NR_all_08420.1","2A43|1|A","2A43|1|A"
"NR_all_12982.1","7X34|1|3","7X34|1|3"
"NR_all_95023.1","2A8V|1|D","2A8V|1|D"
"NR_all_07539.3","8EUG|1|9","8EUG|1|9,8EUI|1|9"
"NR_all_93829.1","2A9X|1|2","2A9X|1|2"
"NR_all_85919.1","8EUY|1|6","8EUY|1|6"
"NR_all_98259.1","2ADB|1|B","2ADB|1|B"
"NR_all_57362.1","8EVT|1|EC","8EVT|1|EC"
"NR_all_03872.1","2ADC|1|C","2ADC|1|C"
"NR_all_28159.1","8EY6|1|B","8EY6|1|B"
"NR_all_35822.1","8EY8|1|B","8EY8|1|B"
"NR_all_02718.1","7X7R|1|J+7X7R|1|C","7X7R|1|J+7X7R|1|C"
"NR_all_65987.4","9JKD|1|B+9JKD|1|C","9JKD|1|B+9JKD|1|C,7XD9|1|N+7XD9|1|O,7XD9|1|B+7XD9|1|C,7XD9|1|H+7XD9|1|I,7XD9|1|E+7XD9|1|F,7XD9|1|K+7XD9|1|L,7XD9|1|Q+7XD9|1|R,7XD8|1|B+7XD8|1|C,7XD8|1|E+7XD8|1|F,7XD8|1|N+7XD8|1|O,7XD8|1|K+7XD8|1|L,7XD8|1|H+7XD8|1|I,7XD8|1|Q+7XD8|1|R"
"NR_all_59239.1","2AGN|1|C","2AGN|1|C"
"NR_all_12506.1","2AHT|1|A","2AHT|1|A"
"NR_all_27004.2","8F3C|1|R+8F3C|1|A+8F3C|1|B","8F3C|1|R+8F3C|1|A+8F3C|1|B,8G00|1|R+8G00|1|A+8G00|1|B,8G2W|1|R+8G2W|1|A+8G2W|1|B"
"NR_all_09346.1","2AP5|1|A","2AP5|1|A"
"NR_all_28532.3","2ATW|1|B","2ATW|1|B,2ATW|1|D"
"NR_all_77089.2","7XG0|1|I+7XG0|1|J+7XG0|1|K","7XG0|1|I+7XG0|1|J+7XG0|1|K,7XG2|1|I+7XG2|1|K+7XG2|1|J,7XG3|1|I+7XG3|1|K+7XG3|1|J,7XG4|1|I+7XG4|1|K"
"NR_all_02518.1","2AU4|1|A","2AU4|1|A"
"NR_all_37691.3","8FCJ|1|M+8FCJ|1|N+8FCJ|1|O","8FCJ|1|M+8FCJ|1|N+8FCJ|1|O,8FD3|1|M,8FD2|1|M"
"NR_all_83897.1","7XG1|1|H","7XG1|1|H"
"NR_all_18224.2","8FCU|1|M+8FCU|1|N+8FCU|1|O","8FCU|1|M+8FCU|1|N+8FCU|1|O,8FF4|1|M+8FF4|1|N+8FF4|1|O,8FF5|1|M+8FF5|1|N+8FF5|1|O"
"NR_all_93219.3","2AZ0|1|C+2AZ0|1|D","2AZ0|1|C+2AZ0|1|D,2AZ2|1|C+2AZ2|1|D"
"NR_all_98033.3","2AZX|1|D","2AZX|1|D,2AZX|1|C"
"NR_all_64498.1","7XPL|1|G+7XPL|1|H+7XPL|1|I+7XPL|1|J","7XPL|1|G+7XPL|1|H+7XPL|1|I+7XPL|1|J"
"NR_all_74024.1","8FIZ|1|AW","8FIZ|1|AW"
"NR_all_42126.3","2B3J|1|E","2B3J|1|E,2B3J|1|F,2B3J|1|H"
"NR_all_87221.4","7XSP|1|D+7XSP|1|A","7XSP|1|D+7XSP|1|A,7XSR|1|D+7XSR|1|A,7XSS|1|D+7XSS|1|A,7XSO|1|D,7XSQ|1|D"
"NR_all_88294.3","8FJL|1|a3+8FJL|1|b3","8FJL|1|a3+8FJL|1|b3,8FJK|1|a3+8FJK|1|b3"
"NR_all_89429.8","4FEN|1|B","4FEN|1|B,4FEO|1|B,4FEL|1|B,4FEP|1|B,4FEJ|1|B,3GOT|1|A,4FE5|1|B,6UC7|1|B,2XNZ|1|A,6UBU|1|B,2XNW|1|A,6UC9|1|B,6UC8|1|B,2G9C|1|A,3GER|1|A,2XO0|1|A,3GAO|1|A,3GOG|1|A,2EES|1|A,3FO4|1|A,2EET|1|A,3DS7|1|A,2EEV|1|A,3FO6|1|A,5C7U|1|B,3DS7|1|B,3G4M|1|A,3GES|1|A,2B57|1|A,2EEW|1|A,2EEU|1|A,5C7W|1|C,2XO1|1|A"
"NR_all_82445.1","8FJK|1|a4+8FJK|1|b4","8FJK|1|a4+8FJK|1|b4"
"NR_all_49938.1","7XUE|1|R+7XUE|1|A+7XUE|1|B","7XUE|1|R+7XUE|1|A+7XUE|1|B"
"NR_all_28046.3","8FJL|1|a5+8FJL|1|b5","8FJL|1|a5+8FJL|1|b5,8FJK|1|a6+8FJK|1|b6"
"NR_all_78287.1","7XW2|1|C","7XW2|1|C"
"NR_all_93104.1","8FJL|1|a2+8FJL|1|b2","8FJL|1|a2+8FJL|1|b2"
"NR_all_31445.3","7Y2P|1|A+7Y2P|1|B","7Y2P|1|A+7Y2P|1|B,7Y2B|1|S"
"NR_all_06497.3","8FKW|1|L2","8FKW|1|L2,8FKV|1|L2,8FKX|1|L2,8FKQ|1|L2,8FKP|1|L2,8FLD|1|L2,8FKU|1|L2,8FL2|1|L2,8FLA|1|L2,8FKT|1|L2,8FKR|1|L2,8FKS|1|L2,8FL6|1|L2,8FKY|1|L2,8FKZ|1|L2"
"NR_all_58684.3","8JDJ|1|B","8JDJ|1|B,8JDK|1|B,7Y7E|1|V,7Y7F|1|V,8JDJ|1|C,7Y7C|1|V,8JDK|1|C,7Y7D|1|V"
"NR_all_57309.3","7Y7G|1|V","7Y7G|1|V,8JDL|1|B,7Y7H|1|V,8JDM|1|C"
"NR_all_67617.3","7Y7P|1|C+7Y7P|1|D","7Y7P|1|C+7Y7P|1|D,7Y7P|1|E+7Y7P|1|J"
"NR_all_35958.3","7Y7Q|1|C+7Y7Q|1|D","7Y7Q|1|C+7Y7Q|1|D,7Y7Q|1|E"
"NR_all_03898.3","8FMW|1|AA","8FMW|1|AA,8FN2|1|A"
"NR_all_83324.3","7Y82|1|B+7Y82|1|C","7Y82|1|B+7Y82|1|C,7Y81|1|B+7Y81|1|C,7Y84|1|B,7Y85|1|B+7Y85|1|C,7Y80|1|B,7Y83|1|B+7Y83|1|C"
"NR_all_05698.3","8FMW|1|AB","8FMW|1|AB,8FN2|1|B"
"NR_all_46934.1","8FMW|1|X","8FMW|1|X"
"NR_all_15963.1","8FNC|1|g","8FNC|1|g"
"NR_all_96836.1","7Y8P|1|A+7Y8P|1|B","7Y8P|1|A+7Y8P|1|B"
"NR_all_90190.1","8FNF|1|g","8FNF|1|g"
"NR_all_03718.1","8FNI|1|g","8FNI|1|g"
"NR_all_70457.1","2B6G|1|B","2B6G|1|B"
"NR_all_48854.1","8FNK|1|m+8FNK|1|g","8FNK|1|m+8FNK|1|g"
"NR_all_54448.1","2BBV|1|N","2BBV|1|N"
"NR_all_41171.3","7YEW|1|B","7YEW|1|B,7YEW|1|D"
"NR_all_18464.1","8FOM|1|XX","8FOM|1|XX"
"NR_all_11027.1","7YEX|1|B","7YEX|1|B"
"NR_all_81286.1","8FON|1|XX","8FON|1|XX"
"NR_all_95689.1","7YFE|1|M","7YFE|1|M"
"NR_all_47494.1","8FR8|1|E","8FR8|1|E"
"NR_all_23345.1","7YFE|1|T","7YFE|1|T"
"NR_all_51486.1","8FTI|1|B","8FTI|1|B"
"NR_all_30534.1","7YFX|1|B","7YFX|1|B"
"NR_all_93073.1","8FTM|1|D","8FTM|1|D"
"NR_all_19474.1","7YG6|1|B","7YG6|1|B"
"NR_all_79376.1","8FVI|1|B+8FVI|1|C","8FVI|1|B+8FVI|1|C"
"NR_all_60317.1","2C06|1|C","2C06|1|C"
"NR_all_93580.2","7YGC|1|A","7YGC|1|A,7YGD|1|A,7YG8|1|A"
"NR_all_29005.1","2C4R|1|R","2C4R|1|R"
"NR_all_71994.1","8FYH|1|M","8FYH|1|M"
"NR_all_27756.3","3D2V|1|A","3D2V|1|A,3D2X|1|A,3D2V|1|B,3D2G|1|A,3D2X|1|B,2CKY|1|A,3D2G|1|B,2CKY|1|B"
"NR_all_28773.1","7YGD|1|B","7YGD|1|B"
"NR_all_04796.1","8FZA|1|B","8FZA|1|B"
"NR_all_16029.1","7YHS|1|M+7YHS|1|N+7YHS|1|O","7YHS|1|M+7YHS|1|N+7YHS|1|O"
"NR_all_61320.1","8FZT|1|B+8FZT|1|A+8FZT|1|C+8FZT|1|D","8FZT|1|B+8FZT|1|A+8FZT|1|C+8FZT|1|D"
"NR_all_07488.1","8G4S|1|k","8G4S|1|k"
"NR_all_58761.3","2CSX|1|C","2CSX|1|C,2CT8|1|D,2CT8|1|C,2CSX|1|D"
"NR_all_20218.1","7YOJ|1|B+7YOJ|1|D+7YOJ|1|C","7YOJ|1|B+7YOJ|1|D+7YOJ|1|C"
"NR_all_20039.3","8G6J|1|At","8G6J|1|At,8G60|1|At"
"NR_all_99332.3","7YR7|1|A","7YR7|1|A,7YR6|1|A"
"NR_all_19500.1","8G6R|1|I+8G6R|1|J","8G6R|1|I+8G6R|1|J"
"NR_all_39150.3","2CZJ|1|B","2CZJ|1|B,2CZJ|1|F,2CZJ|1|H,2CZJ|1|D"
"NR_all_28322.6","7ZPK|1|B","7ZPK|1|B,7YYM|1|B,7ZPI|1|B,7ZPJ|1|B,7YYN|1|B"
"NR_all_76027.2","8G7T|1|X+8G7T|1|Y","8G7T|1|X+8G7T|1|Y,8G7V|1|X+8G7V|1|Y"
"NR_all_35312.1","2D17|2|A+2D17|2|B","2D17|2|A+2D17|2|B"
"NR_all_45441.4","6FYY|1|2","6FYY|1|2,8RW1|1|2,8S8D|1|2,8S8E|1|2,6FYX|1|2,3JAM|1|2,8S8H|1|2,8S8F|1|2,8S8G|1|2,3J80|1|2,8I7J|1|2,3J81|1|2,8S8K|1|2,8S8I|1|2,8S8J|1|2,5IT7|1|2,3JAP|1|2,6UZ7|1|2,5IT9|1|2,6GSN|1|2,6GSM|1|2,4V92|1|A2"
"NR_all_35965.3","3JAJ|1|4","3JAJ|1|4,3JAN|1|4"
"NR_all_59529.1","8G7U|1|X+8G7U|1|Y","8G7U|1|X+8G7U|1|Y"
"NR_all_29772.1","2D19|2|A+2D19|2|B","2D19|2|A+2D19|2|B"
"NR_all_37313.1","3JB7|1|t+3JB7|1|m","3JB7|1|t+3JB7|1|m"
"NR_all_43130.3","7Z42|1|V","7Z42|1|V,7Z42|1|H"
"NR_all_72393.1","8G9T|1|O","8G9T|1|O"
"NR_all_98515.1","2D1B|1|A+2D1B|1|B","2D1B|1|A+2D1B|1|B"
"NR_all_50956.1","7Z43|1|MaM","7Z43|1|MaM"
"NR_all_71120.2","9ESI|1|6+9ESI|1|2","9ESI|1|6+9ESI|1|2,9ESH|1|6+9ESH|1|2,3JB9|1|N+3JB9|1|P"
"NR_all_56361.1","8GKH|1|W+8GKH|1|T+8GKH|1|N","8GKH|1|W+8GKH|1|T+8GKH|1|N"
"NR_all_13295.1","7ZEW|1|B","7ZEW|1|B"
"NR_all_56375.1","8GS2|1|R+8GS2|1|D","8GS2|1|R+8GS2|1|D"
"NR_all_91843.3","7ZGP|1|E","7ZGP|1|E,7ZGR|1|E"
"NR_all_59959.1","2DD3|1|A+2DD3|1|B","2DD3|1|A+2DD3|1|B"
"NR_all_09916.1","3JBU|1|X","3JBU|1|X"
"NR_all_68255.1","7ZHH|1|C","7ZHH|1|C"
"NR_all_13595.3","7ZJX|1|S","7ZJX|1|S,7ZJW|1|S"
"NR_all_06944.3","7ZLQ|1|D+7ZLQ|1|E","7ZLQ|1|D+7ZLQ|1|E,7ZLQ|1|C"
"NR_all_98769.3","8H0I|1|X","8H0I|1|X,8H0I|1|Y"
"NR_all_48342.3","7ZNK|1|2","7ZNK|1|2,7ZNK|1|4"
"NR_all_76339.3","8H0S|1|X","8H0S|1|X,8H0S|1|Y"
"NR_all_06650.48","8SCB|1|5+8SCB|1|8","8SCB|1|5+8SCB|1|8,7O7Z|1|B5+7O7Z|1|B8,8RJB|1|K+8RJB|1|v,8RJD|1|K+8RJD|1|v,8RJC|1|K+8RJC|1|v,9RHU|1|A3+9RHU|1|C3,8B6C|1|5+8B6C|1|8,8B5L|1|5+8B5L|1|8,9YQ0|1|5+9YQ0|1|8,9YQ1|1|5+9YQ1|1|8,9YPZ|1|5+9YPZ|1|8,8VVQ|1|WA+8VVQ|1|YA,9BDL|1|A28S+9BDL|1|A58S,9YPW|1|5+9YPW|1|8,9YPY|1|5+9YPY|1|8,9YPG|1|5+9YPG|1|8,8BPO|1|A1+8BPO|1|C1,9YPO|1|5+9YPO|1|8,9YPS|1|5+9YPS|1|8,9QQA|1|B5+9QQA|1|B8,9YPV|1|5+9YPV|1|8,8P2K|1|B5+8P2K|1|B8,7UCK|1|5+7UCK|1|8,9YPT|1|5+9YPT|1|8,7NWI|1|5+7NWI|1|8,7TOR|1|A28S+7TOR|1|A58S,8VVP|1|WA+8VVP|1|YA,9BDN|1|A28S+9BDN|1|A58S,7ZJX|1|L5+7ZJX|1|L8,9F1B|1|B5+9F1B|1|B8,9MR4|1|5+9MR4|1|8,7TM3|1|K+7TM3|1|v,6P5I|1|5+6P5I|1|8,9NDP|1|5+9NDP|1|8,8BHF|1|A2+8BHF|1|C2,7OBR|1|5+7OBR|1|8,7O81|1|B5+7O81|1|B8,6P5K|1|5+6P5K|1|8,7UCJ|1|5+7UCJ|1|8,6MTD|1|5+6MTD|1|8,7TOQ|1|A25S+7TOQ|1|A58S,6MTE|1|5+6MTE|1|8,6P5N|1|5+6P5N|1|8,6MTC|1|5+6MTC|1|8,6R5Q|1|5+6R5Q|1|8,9F1D|1|B5+9F1D|1|B8,7MDZ|1|5+7MDZ|1|8,8VVT|1|WA+8VVT|1|YA,5LZV|1|5+5LZV|1|8,5LZS|1|5+5LZS|1|8,6MTB|1|5+6MTB|1|8,9QQB|1|B5+9QQB|1|B8,5LZZ|1|5+5LZZ|1|8,6P5J|1|5+6P5J|1|8,7A01|1|e2+7A01|1|h2,6R6P|1|5+6R6P|1|8,8VVR|1|WA+8VVR|1|YA,8VVS|1|WA+8VVS|1|YA,7NWG|1|51+7NWG|1|81,7QWQ|1|5+7QWQ|1|8,8VFT|1|5+8VFT|1|8,6ZVK|1|e2+6ZVK|1|h2,6D90|1|5+6D90|1|8,7NFX|1|5+7NFX|1|8,7QWR|1|5+7QWR|1|8,5LZW|1|5+5LZW|1|8,7TUT|1|K+7TUT|1|v,5LZT|1|5+5LZT|1|8,6HCF|1|52+6HCF|1|82,9F1C|1|B5+9F1C|1|B8,7NWH|1|5+7NWH|1|8,9BDP|1|A28S+9BDP|1|A58S,8VVV|1|5+8VVV|1|8,6D9J|1|5+6D9J|1|8,6GZ5|1|A2+6GZ5|1|A3,6GZ4|1|A2+6GZ4|1|A3,5LZU|1|5+5LZU|1|8,6GZ3|1|A2+6GZ3|1|A3,6FRK|1|5+6FRK|1|8,3JAH|1|5+3JAH|1|8,6R6G|1|5+6R6G|1|8,5LZY|1|5+5LZY|1|8,3JAG|1|5+3JAG|1|8,6HCJ|1|51+6HCJ|1|81,6R7Q|1|5+6R7Q|1|8,3JAI|1|5+3JAI|1|8,8VVU|1|WA+8VVU|1|YA,5LZX|1|5+5LZX|1|8,3J92|1|5+3J92|1|8,6FTI|1|u+6FTI|1|w,6FTJ|1|u+6FTJ|1|w,6HCQ|1|51+6HCQ|1|81,6HCM|1|52+6HCM|1|82,7QWS|1|5+7QWS|1|8,6T59|1|54+6T59|1|84,4UJE|1|A2+4UJE|1|A3,6FTG|1|u+6FTG|1|w,4D67|1|2+4D67|1|3,4D5Y|1|2+4D5Y|1|3,4UJC|1|A2+4UJC|1|A3,4UJD|1|A2+4UJD|1|A3,3JAJ|1|5+3JAJ|1|8,3JAN|1|5+3JAN|1|8,7O7Y|1|B5+7O7Y|1|B8,7ZJW|1|L5+7ZJW|1|L8,7O80|1|B5+7O80|1|B8,6SGC|1|54+6SGC|1|84,8BTK|1|B5+8BTK|1|B8,7OYD|1|5+7OYD|1|8"
"NR_all_04252.1","7ZO1|1|A+7ZO1|1|C+7ZO1|1|D","7ZO1|1|A+7ZO1|1|C+7ZO1|1|D"
"NR_all_21822.3","8H1B|1|C","8H1B|1|C,8H1B|1|D"
"NR_all_12248.1","8H2H|1|B","8H2H|1|B"
"NR_all_66108.3","2DVI|1|B","2DVI|1|B,2DRA|1|B,2ZH6|1|B,2DR8|1|B,2DR9|1|B,2ZH3|1|B,2DRB|1|B,2ZH1|1|B,2ZHB|1|B,2ZH7|1|B,2ZH2|1|B,2DR7|1|B,2ZH4|1|B,2ZH8|1|B,2ZH5|1|B,2ZH9|1|B,2ZHA|1|B,2DR5|1|B"
"NR_all_11024.1","7ZTA|1|ATR1","7ZTA|1|ATR1"
"NR_all_57948.1","8H69|1|5+8H69|1|3","8H69|1|5+8H69|1|3"
"NR_all_97214.1","3JBV|1|W","3JBV|1|W"
"NR_all_51130.1","7ZW0|1|sn","7ZW0|1|sn"
"NR_all_85257.1","8H8E|1|G","8H8E|1|G"
"NR_all_13002.1","3JCJ|1|4","3JCJ|1|4"
"NR_all_38286.5","6J6G|1|D","6J6G|1|D,7B9V|1|5,6BK8|1|5,6J6H|1|D,9DTR|1|5,7DCO|1|B,6J6N|1|D,6J6Q|1|D,5LJ3|1|U,5GM6|1|D,5GAM|1|U,5GMK|1|D,5Y88|1|B,5YLZ|1|B,5MPS|1|5,5ZWM|1|B,6EXN|1|5,5WSG|1|D,5MQ0|1|5,5GAN|1|U,5ZWO|1|B,5LQW|1|5,3JCM|1|F,5NRL|1|5,5LJ5|1|U,5GAP|1|U"
"NR_all_43040.4","8A22|1|A5+8A22|1|A4","8A22|1|A5+8A22|1|A4,8APN|1|A5+8APN|1|A4,8APO|1|A5+8APO|1|A4"
"NR_all_36913.3","8HBA|1|B","8HBA|1|B,8HBA|1|A,8HB8|1|A"
"NR_all_70479.1","8HF1|1|H+8HF1|1|E","8HF1|1|H+8HF1|1|E"
"NR_all_12051.4","8A22|1|A9","8A22|1|A9,8APN|1|A9,8APO|1|A9"
"NR_all_73293.1","8HKE|1|C+8HKE|1|D","8HKE|1|C+8HKE|1|D"
"NR_all_33389.3","2DU3|1|D","2DU3|1|D,2DU4|1|C,2DU5|1|D,2DU6|1|D"
"NR_all_82174.1","8A3L|1|X","8A3L|1|X"
"NR_all_02374.1","2E5L|1|1","2E5L|1|1"
"NR_all_10954.1","2E9R|1|A+2E9R|1|B","2E9R|1|A+2E9R|1|B"
"NR_all_69729.7","8HKU|1|A5S","8HKU|1|A5S,8HL1|1|A5S,8HL2|1|A5S,8HL4|1|A5S,8HKV|1|A5S,8HL3|1|A5S,8HKZ|1|A5S,8HKY|1|A5S,8HL5|1|A5S"
"NR_all_16755.3","2EC0|1|B+2EC0|1|C","2EC0|1|B+2EC0|1|C,2EC0|1|E+2EC0|1|F"
"NR_all_31798.6","9FXO|1|L3","9FXO|1|L3,9HL9|1|L3,8QIE|1|3,8A98|1|3,8OVJ|1|3,8RXX|1|L3,8A3W|1|3,8RXH|1|L3,8QHU|1|3"
"NR_all_24509.1","2ERR|1|B","2ERR|1|B"
"NR_all_87573.1","2ESE|1|B","2ESE|1|B"
"NR_all_24388.1","3JCN|1|z","3JCN|1|z"
"NR_all_16360.1","2EVY|1|A","2EVY|1|A"
"NR_all_09738.7","8HKX|1|A16S","8HKX|1|A16S,8HL1|1|A16S,8HL2|1|A16S,8HL4|1|A16S,8WQ2|1|A16S,8WKP|1|A16S,8HKY|1|A16S,8HL3|1|A16S,8HKZ|1|A16S,8WQ4|1|A16S,8HL5|1|A16S"
"NR_all_96456.6","9FXO|1|L5","9FXO|1|L5,8QIE|1|5,8A98|1|5,9HL9|1|L5,8OVJ|1|5,8RXX|1|L5,8A3W|1|5,8QHU|1|5,8RXH|1|L5"
"NR_all_33071.1","2F4X|1|A+2F4X|1|B","2F4X|1|A+2F4X|1|B"
"NR_all_33406.2","8HNT|1|B","8HNT|1|B,8HNW|1|B+8HNW|1|C+8HNW|1|D,8HNV|1|B+8HNV|1|C+8HNV|1|D"
"NR_all_03598.4","2LPT|1|A","2LPT|1|A,2LPS|1|A,2F88|1|A"
"NR_all_28942.3","8HRA|1|L","8HRA|1|L,8HRA|1|M,8HRA|1|K,8HRB|1|a,8HRB|1|X,8HRB|1|W,8HRB|1|V,8HRB|1|Z,8HRB|1|Y"
"NR_all_59799.1","2F8S|1|C+2F8S|1|D","2F8S|1|C+2F8S|1|D"
"NR_all_56688.1","2FDT|4|A","2FDT|4|A"
"NR_all_50971.6","9FXO|1|L8","9FXO|1|L8,8QIE|1|8,9HL9|1|L8,8A98|1|8,8OVJ|1|8,8QHU|1|8,8RXH|1|L8,8RXX|1|L8,8A3W|1|8"
"NR_all_79184.3","4GCW|1|B","4GCW|1|B,2FK6|1|R"
"NR_all_54657.3","2O3Y|1|A+2O3Y|1|B","2O3Y|1|A+2O3Y|1|B,2G5K|1|A+2G5K|1|B,2FQN|1|A+2FQN|1|B,2O3W|1|A+2O3W|1|B"
"NR_all_51632.1","2FTC|1|R","2FTC|1|R"
"NR_all_31791.3","2FZ2|1|D","2FZ2|1|D,2XPJ|1|D"
"NR_all_30409.1","2G1G|20|A","2G1G|20|A"
"NR_all_26733.1","2G4B|1|B","2G4B|1|B"
"NR_all_76740.4","8A98|1|S4","8A98|1|S4,8A3W|1|S4,8OVJ|1|S4"
"NR_all_82438.1","8AF0|1|C+8AF0|1|D","8AF0|1|C+8AF0|1|D"
"NR_all_79446.1","2G91|1|A+2G91|1|B","2G91|1|A+2G91|1|B"
"NR_all_46548.3","2LV0|1|A","2LV0|1|A,2GBH|1|A"
"NR_all_83979.2","2Z75|1|B+2Z75|1|A","2Z75|1|B+2Z75|1|A,2Z74|1|B+2Z74|1|A,2GCV|1|B+2GCV|1|A,2H0X|1|B+2H0X|1|A,2H0W|1|B+2H0W|1|A,2GCS|1|B+2GCS|1|A,3B4B|1|B+3B4B|1|A,2HO6|1|B+2HO6|1|A,2HO7|1|B+2HO7|1|A,3B4A|1|B+3B4A|1|A,3B4C|1|B+3B4C|1|A,4MEG|1|B+4MEG|1|A,4MEH|1|B+4MEH|1|A,2H0S|1|B+2H0S|1|A,2H0Z|1|B+2H0Z|1|A"
"NR_all_19868.2","8R6C|1|Z","8R6C|1|Z,8AM9|1|8"
"NR_all_47006.2","7RQB|1|2w","7RQB|1|2w,7RQB|1|1w,7RQB|1|2x,7RQB|1|1x,8T8B|1|2x,8T8B|1|1x,8T8B|1|1w,8T8B|1|2w,7RQE|1|2x,8T8C|1|1w,8T8C|1|2w,8T8C|1|1x,7RQC|1|1x,7RQC|1|2w,7RQC|1|1w,8T8C|1|2x,7RQA|1|2w,7RQA|1|1w,7RQE|1|1x,7RQA|1|1x,7RQA|1|2x,7RQC|1|2x,7RQD|1|1x,7RQD|1|2x"
